Employee_ID,Department,Gender,Age,Education_Level,Job_Role,Monthly_Income,Years_At_Company,Years_In_Current_Role,Job_Satisfaction,Performance_Rating,Work_Life_Balance,Training_Hours_Last_Year,Last_Promotion_Years_Ago,Distance_From_Home,Overtime,Attrition,Marital_Status,Number_Of_Companies_Worked,Stock_Option_Level
3518,Sales,Male,40,Bachelor's Degree,Executive,4312.0,27,18,3,5,4,94,11,14,No,No,Married,1,2
3519,Sales,Male,22,Associate's Degree,Intern,1052.0,0,0,3,4,5,0,0,24,Yes,No,Single,1,0
3520,HR,Female,36,Bachelor's Degree,Team Lead,9545.0,12,4,2,2,4,77,6,35,No,Yes,Widowed,6,2
3521,Sales,Non-binary,19,Bachelor's Degree,Intern,1334.0,0,0,2,3,4,0,0,19,No,Yes,Single,1,0
3522,HR,Prefer not to say,48,Bachelor's Degree,Analyst,4362.0,38,13,1,5,1,6,12,25,Yes,No,Married,3,3
3523,Sales,Prefer not to say,19,Associate's Degree,Intern,1386.0,0,0,4,3,2,0,0,11,No,No,Single,1,0
3524,Marketing,Female,31,PhD,Team Lead,6985.0,2,2,5,5,3,67,7,9,No,Yes,Married,9,3
3525,Sales,Female,23,High School,Intern,1146.0,0,0,1,1,2,0,0,6,Yes,No,Single,1,0
3526,IT,Non-binary,40,PhD,Manager,7875.0,19,8,3,5,3,88,12,36,Yes,Yes,Single,5,0
3527,Sales,Non-binary,49,Associate's Degree,Team Lead,6479.0,1,4,3,1,1,2,8,37,No,Yes,Married,5,2
3528,Finance,Non-binary,42,High School,Executive,4675.0,24,3,4,4,3,91,6,29,Yes,No,Single,3,1
3529,Sales,Male,20,High School,Intern,1040.0,0,0,1,2,4,0,0,9,No,Yes,Single,1,0
3530,IT,Male,54,High School,Manager,10720.0,0,12,5,1,5,35,5,33,Yes,Yes,Single,7,1
3531,IT,Female,31,Master's Degree,Analyst,2991.0,9,8,1,3,3,56,8,23,No,No,Single,3,1
3532,HR,Male,40,Associate's Degree,Analyst,3546.0,16,6,1,5,2,47,10,15,Yes,No,Widowed,8,3
3533,Marketing,Non-binary,21,Master's Degree,Intern,1292.0,0,0,4,3,1,0,0,11,No,No,Single,1,0
3534,Sales,Non-binary,43,High School,Analyst,3392.0,34,9,5,1,1,60,10,23,No,No,Divorced,3,1
3535,HR,Male,24,Master's Degree,Executive,4024.0,18,0,3,3,5,85,1,26,No,No,Widowed,6,2
3536,Marketing,Prefer not to say,58,Master's Degree,Team Lead,9220.0,33,19,2,5,4,88,13,1,No,No,Married,1,1
3537,Sales,Female,59,Associate's Degree,Manager,8541.0,31,0,5,2,4,23,5,30,No,No,Single,6,0
3538,Finance,Prefer not to say,24,Bachelor's Degree,Intern,1239.0,0,0,3,3,1,0,0,17,No,No,Single,1,0
3539,Sales,Female,32,Master's Degree,Analyst,2081.0,16,1,4,4,4,32,1,47,No,No,Divorced,4,2
3540,IT,Prefer not to say,23,Master's Degree,Team Lead,7307.0,5,11,5,5,5,77,7,46,No,Yes,Married,4,0
3541,IT,Male,33,High School,Executive,3660.0,12,12,5,5,1,23,6,41,Yes,No,Divorced,3,1
3542,Finance,Female,27,High School,Analyst,2229.0,38,13,3,4,4,21,7,23,No,Yes,Divorced,5,1
3543,HR,Female,59,High School,Analyst,4693.0,21,4,3,1,3,51,5,36,Yes,No,Divorced,1,0
3544,Marketing,Female,59,PhD,Manager,10705.0,10,2,1,4,3,86,8,41,Yes,No,Widowed,6,0
3545,Sales,Non-binary,50,Master's Degree,Executive,3621.0,6,16,1,1,4,5,8,5,No,Yes,Divorced,2,2
3546,IT,Non-binary,51,High School,Executive,4345.0,20,0,5,2,3,18,1,35,Yes,Yes,Divorced,4,1
3547,HR,Prefer not to say,22,Associate's Degree,Intern,1442.0,0,0,2,1,5,0,0,9,Yes,Yes,Single,1,0
3548,Finance,Male,30,PhD,Manager,10701.0,29,5,4,2,2,89,4,4,Yes,Yes,Divorced,6,1
3549,IT,Non-binary,23,Bachelor's Degree,Intern,1194.0,0,0,3,2,5,0,0,7,Yes,No,Single,1,0
3550,Finance,Female,50,Master's Degree,Manager,10538.0,28,3,1,4,5,63,2,1,Yes,No,Single,1,1
3551,Sales,Non-binary,54,Master's Degree,Executive,3578.0,34,5,4,2,4,13,4,16,Yes,No,Widowed,6,3
3552,Marketing,Male,31,Associate's Degree,Manager,7819.0,19,0,5,1,5,80,14,25,No,No,Widowed,9,3
3553,IT,Non-binary,55,Bachelor's Degree,Manager,10909.0,35,8,3,3,4,29,7,6,No,No,Divorced,8,2
3554,IT,Female,29,Bachelor's Degree,Manager,11016.0,38,3,3,5,1,70,1,38,Yes,No,Single,8,2
3555,Sales,Prefer not to say,58,PhD,Team Lead,9367.0,0,8,1,5,4,20,14,14,No,Yes,Married,6,0
3556,HR,Female,54,Master's Degree,Team Lead,5895.0,22,8,2,1,4,64,5,37,Yes,No,Married,4,3
3557,Marketing,Male,27,High School,Executive,3933.0,30,12,3,3,1,3,10,11,Yes,Yes,Single,1,0
3558,IT,Prefer not to say,59,Associate's Degree,Manager,7208.0,34,16,2,2,2,45,3,1,Yes,No,Single,5,2
3559,Marketing,Non-binary,40,Associate's Degree,Executive,2280.0,21,2,4,1,1,7,11,42,No,No,Married,5,0
3560,IT,Non-binary,53,Associate's Degree,Team Lead,9466.0,6,5,3,2,4,17,14,1,No,Yes,Divorced,7,0
3561,Marketing,Non-binary,48,Associate's Degree,Manager,8884.0,32,19,3,4,3,59,14,36,No,No,Single,1,1
3562,Finance,Prefer not to say,18,High School,Intern,1135.0,0,0,2,3,4,0,0,8,Yes,No,Single,1,0
3563,IT,Female,59,High School,Team Lead,7759.0,6,13,1,5,1,71,11,32,No,Yes,Divorced,7,1
3564,Marketing,Prefer not to say,54,PhD,Team Lead,7239.0,26,12,5,1,4,94,5,33,No,Yes,Widowed,1,2
3565,HR,Prefer not to say,59,Master's Degree,Team Lead,5979.0,1,8,4,5,1,30,2,8,Yes,No,Single,3,1
3566,Finance,Male,53,High School,Manager,11502.0,16,14,3,2,5,27,5,14,No,Yes,Divorced,9,2
3567,Finance,Prefer not to say,26,PhD,Analyst,4515.0,0,13,1,2,2,63,6,24,No,Yes,Married,8,2
3568,HR,Non-binary,18,Bachelor's Degree,Intern,1087.0,0,0,3,4,2,0,0,49,No,Yes,Single,1,0
3569,Marketing,Female,23,Master's Degree,Intern,1269.0,0,0,4,2,1,0,0,41,No,No,Single,1,0
3570,Sales,Female,59,High School,Executive,2529.0,27,1,5,2,2,78,4,29,Yes,Yes,Divorced,2,0
3571,HR,Female,55,Bachelor's Degree,Manager,9128.0,32,15,3,5,3,67,12,25,Yes,No,Widowed,7,3
3572,Marketing,Non-binary,30,PhD,Team Lead,8981.0,25,18,2,5,3,34,11,6,Yes,Yes,Divorced,2,1
3573,HR,Non-binary,44,High School,Analyst,4455.0,34,15,1,1,2,97,7,1,Yes,Yes,Married,3,0
3574,HR,Non-binary,56,High School,Manager,10988.0,10,6,5,1,1,35,14,23,Yes,Yes,Single,2,0
3575,IT,Non-binary,28,Bachelor's Degree,Manager,7106.0,6,10,3,2,3,56,1,41,Yes,Yes,Divorced,5,2
3576,Marketing,Non-binary,36,High School,Analyst,3726.0,27,11,5,3,2,69,6,33,No,No,Single,5,2
3577,Sales,Prefer not to say,41,Associate's Degree,Team Lead,7535.0,24,3,2,1,4,3,12,14,Yes,No,Divorced,6,0
3578,IT,Non-binary,46,High School,Manager,9695.0,30,15,3,2,3,48,0,28,Yes,No,Single,6,3
3579,HR,Non-binary,21,Master's Degree,Intern,1253.0,0,0,5,5,5,0,0,29,No,Yes,Single,1,0
3580,HR,Non-binary,18,Bachelor's Degree,Intern,1188.0,0,0,3,4,3,0,0,43,No,Yes,Single,1,0
3581,HR,Non-binary,55,Master's Degree,Analyst,2222.0,33,12,3,5,2,17,3,40,Yes,Yes,Divorced,4,2
3582,Marketing,Female,43,PhD,Team Lead,9067.0,20,4,5,5,2,59,14,23,No,No,Divorced,9,2
3583,Marketing,Non-binary,32,Master's Degree,Analyst,3897.0,36,0,3,4,2,85,3,44,No,Yes,Single,3,2
3584,IT,Prefer not to say,29,Associate's Degree,Manager,9485.0,18,4,2,5,1,9,11,38,Yes,Yes,Single,5,1
3585,Sales,Prefer not to say,23,Associate's Degree,Intern,1290.0,0,0,5,1,1,0,0,49,No,No,Single,1,0
3586,IT,Prefer not to say,59,Master's Degree,Executive,2768.0,20,10,5,5,4,22,1,43,No,Yes,Married,2,0
3587,Finance,Male,56,PhD,Analyst,4741.0,13,1,2,4,4,67,13,10,Yes,No,Divorced,5,1
3588,HR,Female,59,High School,Executive,2545.0,9,17,2,2,3,58,13,27,Yes,No,Single,9,0
3589,HR,Non-binary,29,Associate's Degree,Executive,3025.0,6,14,2,2,2,82,11,8,No,No,Widowed,6,0
3590,HR,Male,19,Master's Degree,Intern,1399.0,0,0,3,2,4,0,0,44,No,Yes,Single,1,0
3591,IT,Non-binary,48,Master's Degree,Analyst,3955.0,39,12,3,4,2,6,11,4,Yes,Yes,Divorced,7,3
3592,IT,Male,49,Master's Degree,Executive,2150.0,7,1,4,4,3,12,14,21,Yes,Yes,Widowed,5,1
3593,HR,Male,59,High School,Manager,10085.0,38,18,3,1,1,2,5,21,No,No,Widowed,7,1
3594,IT,Prefer not to say,55,Bachelor's Degree,Team Lead,7395.0,12,7,2,4,4,39,5,30,No,Yes,Single,2,0
3595,Marketing,Prefer not to say,53,PhD,Team Lead,9861.0,18,16,4,2,5,10,13,13,Yes,No,Single,2,2
3596,Marketing,Male,20,Bachelor's Degree,Intern,1070.0,0,0,2,4,5,0,0,3,Yes,No,Single,1,0
3597,IT,Prefer not to say,38,PhD,Analyst,3943.0,1,19,1,3,5,83,12,20,Yes,Yes,Married,4,0
3598,HR,Male,54,PhD,Analyst,3951.0,5,13,5,5,5,50,9,36,No,Yes,Divorced,1,3
3599,IT,Female,37,Master's Degree,Team Lead,8283.0,28,2,1,1,5,86,11,40,Yes,No,Divorced,9,3
3600,IT,Prefer not to say,50,Associate's Degree,Manager,11786.0,4,16,2,2,5,22,0,5,Yes,No,Widowed,1,2
3601,IT,Prefer not to say,30,Master's Degree,Team Lead,7624.0,29,2,3,2,5,31,3,22,Yes,Yes,Divorced,2,3
3602,Finance,Prefer not to say,54,High School,Team Lead,7577.0,38,12,5,3,4,40,11,2,No,Yes,Married,9,0
3603,Marketing,Female,50,PhD,Analyst,3330.0,35,17,3,1,5,41,1,25,No,No,Married,3,0
3604,Sales,Male,34,Associate's Degree,Executive,3837.0,26,0,3,5,5,37,10,40,No,No,Married,1,3
3605,Sales,Non-binary,42,PhD,Manager,11029.0,17,6,5,1,3,66,7,24,Yes,Yes,Single,3,3
3606,Finance,Prefer not to say,42,PhD,Analyst,4665.0,35,4,5,1,4,71,11,5,Yes,No,Married,9,1
3607,IT,Male,26,Master's Degree,Team Lead,6037.0,15,1,1,2,3,77,3,16,Yes,Yes,Married,2,0
3608,Finance,Female,31,Associate's Degree,Executive,2766.0,4,16,2,4,2,71,13,15,Yes,Yes,Divorced,5,2
3609,Finance,Non-binary,27,Associate's Degree,Manager,8425.0,8,9,3,5,5,74,7,13,No,No,Married,1,3
3610,HR,Prefer not to say,22,PhD,Intern,1232.0,0,0,2,1,1,0,0,11,No,No,Single,1,0
3611,Marketing,Female,22,Associate's Degree,Manager,11605.0,33,8,2,3,5,42,1,16,Yes,Yes,Single,7,1
3612,Sales,Female,41,Associate's Degree,Manager,8117.0,35,10,4,2,5,32,12,18,Yes,No,Married,3,1
3613,IT,Non-binary,29,Master's Degree,Team Lead,8931.0,30,11,1,4,3,78,13,25,Yes,Yes,Divorced,1,3
3614,Sales,Male,31,Bachelor's Degree,Team Lead,6513.0,19,11,3,4,2,36,3,47,Yes,No,Single,1,2
3615,Sales,Prefer not to say,22,High School,Intern,1418.0,0,0,5,2,3,0,0,38,Yes,No,Single,1,0
3616,Marketing,Prefer not to say,19,Bachelor's Degree,Intern,1007.0,0,0,5,1,4,0,0,40,No,No,Single,1,0
3617,Sales,Male,24,Associate's Degree,Intern,1443.0,0,0,2,2,2,0,0,4,Yes,No,Single,1,0
3618,Sales,Male,32,PhD,Analyst,2013.0,20,7,1,4,2,63,5,48,No,Yes,Married,6,0
3619,Finance,Male,33,High School,Analyst,3401.0,18,18,1,4,2,63,9,21,No,Yes,Widowed,2,0
3620,Marketing,Non-binary,31,High School,Team Lead,7384.0,2,12,3,3,3,59,14,11,Yes,Yes,Single,7,1
3621,HR,Non-binary,46,PhD,Team Lead,7333.0,29,1,3,3,5,51,14,34,No,No,Single,5,0
3622,IT,Prefer not to say,21,High School,Intern,1267.0,0,0,2,4,5,0,0,30,No,Yes,Single,1,0
3623,Sales,Non-binary,32,PhD,Analyst,4703.0,5,13,2,3,5,67,11,4,Yes,No,Widowed,4,2
3624,IT,Female,57,High School,Executive,4975.0,2,4,2,3,5,99,8,14,Yes,No,Divorced,8,0
3625,HR,Prefer not to say,59,Bachelor's Degree,Analyst,4254.0,23,9,4,3,5,81,8,11,Yes,Yes,Widowed,4,3
3626,IT,Non-binary,47,High School,Team Lead,9349.0,0,16,1,4,4,26,6,4,Yes,Yes,Married,5,3
3627,HR,Male,35,Master's Degree,Analyst,4666.0,35,19,2,1,1,58,10,26,No,No,Widowed,3,0
3628,Finance,Female,59,PhD,Team Lead,7644.0,14,15,1,1,2,18,1,3,Yes,No,Single,4,3
3629,Sales,Male,20,High School,Intern,1432.0,0,0,5,5,1,0,0,37,No,No,Single,1,0
3630,HR,Prefer not to say,18,PhD,Intern,1365.0,0,0,5,3,4,0,0,38,No,No,Single,1,0
3631,IT,Male,24,Master's Degree,Intern,1335.0,0,0,1,1,5,0,0,41,No,No,Single,1,0
3632,Sales,Non-binary,51,High School,Executive,4782.0,28,16,5,5,4,65,6,4,Yes,No,Widowed,4,0
3633,Finance,Non-binary,33,High School,Executive,2779.0,21,10,5,2,4,72,11,26,No,Yes,Married,7,0
3634,Sales,Prefer not to say,56,Master's Degree,Team Lead,8556.0,23,4,5,3,1,55,6,39,No,Yes,Married,2,0
3635,HR,Male,34,Master's Degree,Manager,9129.0,12,3,3,1,2,5,2,45,Yes,No,Single,4,2
3636,Finance,Prefer not to say,52,Master's Degree,Executive,3410.0,32,8,3,1,3,27,5,42,No,Yes,Married,3,0
3637,IT,Male,59,PhD,Team Lead,8406.0,21,15,1,1,3,47,7,44,No,Yes,Divorced,7,0
3638,Finance,Female,59,Master's Degree,Analyst,3098.0,34,11,1,5,2,97,9,42,Yes,Yes,Widowed,4,1
3639,Finance,Non-binary,22,PhD,Intern,1114.0,0,0,4,2,5,0,0,11,No,Yes,Single,1,0
3640,Marketing,Prefer not to say,22,Bachelor's Degree,Intern,1323.0,0,0,3,3,4,0,0,11,No,Yes,Single,1,0
3641,Finance,Female,21,High School,Intern,1418.0,0,0,1,1,5,0,0,38,No,Yes,Single,1,0
3642,Finance,Female,28,High School,Team Lead,8281.0,24,17,3,4,4,53,5,38,Yes,Yes,Widowed,9,3
3643,Sales,Prefer not to say,20,Associate's Degree,Intern,1300.0,0,0,4,3,3,0,0,20,No,Yes,Single,1,0
3644,IT,Prefer not to say,50,Bachelor's Degree,Executive,3066.0,16,12,1,4,2,34,13,26,Yes,No,Married,9,2
3645,Sales,Female,32,Master's Degree,Analyst,2430.0,30,0,1,5,1,74,1,38,Yes,Yes,Married,4,3
3646,Sales,Male,23,Master's Degree,Intern,1296.0,0,0,1,1,1,0,0,12,Yes,No,Single,1,0
3647,HR,Female,50,Bachelor's Degree,Team Lead,5637.0,32,7,1,3,2,29,7,29,No,Yes,Married,2,2
3648,Sales,Prefer not to say,59,Master's Degree,Analyst,2794.0,38,18,2,3,3,47,10,14,No,No,Married,5,3
3649,Marketing,Female,18,Associate's Degree,Intern,1236.0,0,0,3,1,4,0,0,25,No,No,Single,1,0
3650,Marketing,Male,28,PhD,Manager,11056.0,3,10,3,2,1,7,4,42,No,Yes,Single,3,2
3651,HR,Non-binary,22,High School,Intern,1316.0,0,0,3,5,3,0,0,42,Yes,No,Single,1,0
3652,IT,Non-binary,59,Bachelor's Degree,Executive,4103.0,12,16,4,1,2,9,10,39,No,Yes,Divorced,1,2
3653,IT,Female,47,High School,Analyst,2207.0,26,1,2,3,5,27,3,26,No,Yes,Divorced,7,2
3654,Sales,Male,59,PhD,Executive,4786.0,23,0,3,2,3,35,10,10,Yes,Yes,Divorced,4,3
3655,Sales,Non-binary,30,Bachelor's Degree,Manager,7240.0,26,3,3,3,3,59,9,14,No,Yes,Widowed,8,2
3656,Sales,Female,59,PhD,Manager,7164.0,7,8,1,4,5,9,3,5,Yes,No,Widowed,8,1
3657,IT,Female,55,Master's Degree,Executive,4151.0,38,1,1,3,3,13,7,22,Yes,Yes,Divorced,8,1
3658,Finance,Male,34,Master's Degree,Analyst,4511.0,20,2,1,5,1,62,2,11,Yes,No,Single,2,3
3659,Marketing,Prefer not to say,57,Master's Degree,Manager,8496.0,10,5,3,1,1,46,10,29,Yes,No,Married,5,3
3660,Finance,Female,46,PhD,Manager,10101.0,30,12,1,3,1,68,2,7,No,Yes,Married,8,0
3661,Finance,Prefer not to say,22,PhD,Intern,1479.0,0,0,3,4,3,0,0,18,Yes,No,Single,1,0
3662,IT,Prefer not to say,38,PhD,Team Lead,9932.0,26,10,4,4,3,5,2,31,Yes,No,Widowed,2,2
3663,Finance,Non-binary,23,High School,Manager,9506.0,7,9,4,1,3,93,11,43,No,No,Divorced,1,2
3664,HR,Prefer not to say,34,PhD,Analyst,2469.0,32,2,5,4,2,18,1,20,Yes,Yes,Single,6,3
3665,Sales,Male,52,Master's Degree,Analyst,2579.0,11,19,2,1,5,51,12,35,Yes,No,Married,5,1
3666,HR,Non-binary,18,Associate's Degree,Intern,1075.0,0,0,1,5,3,0,0,7,No,Yes,Single,1,0
3667,Marketing,Non-binary,49,PhD,Analyst,2249.0,33,9,1,1,5,48,12,30,Yes,Yes,Divorced,8,3
3668,Sales,Non-binary,24,Associate's Degree,Intern,1468.0,0,0,2,2,4,0,0,4,No,Yes,Single,1,0
3669,Finance,Female,36,Master's Degree,Manager,7303.0,35,7,2,4,1,10,4,30,No,Yes,Widowed,5,0
3670,Marketing,Female,52,PhD,Manager,11774.0,1,16,5,4,2,45,10,30,Yes,No,Widowed,3,1
3671,Sales,Prefer not to say,59,High School,Manager,11890.0,11,4,2,3,5,68,2,30,No,No,Widowed,8,3
3672,Finance,Non-binary,36,High School,Manager,7911.0,26,7,3,2,1,44,5,18,Yes,No,Divorced,3,1
3673,HR,Non-binary,54,Associate's Degree,Team Lead,8470.0,16,17,1,3,2,94,10,43,No,Yes,Widowed,4,2
3674,Sales,Male,41,High School,Team Lead,6707.0,19,10,2,1,1,57,6,46,No,Yes,Married,7,1
3675,Finance,Prefer not to say,59,High School,Manager,9972.0,20,9,3,5,3,31,2,10,Yes,Yes,Single,7,2
3676,HR,Male,33,High School,Analyst,2602.0,29,14,2,4,3,87,8,14,Yes,No,Widowed,4,0
3677,Marketing,Prefer not to say,20,Master's Degree,Intern,1398.0,0,0,3,5,1,0,0,36,No,Yes,Single,1,0
3678,Marketing,Prefer not to say,30,High School,Executive,4830.0,7,18,4,1,2,12,0,23,Yes,No,Single,6,2
3679,Marketing,Female,20,Bachelor's Degree,Intern,1098.0,0,0,3,1,1,0,0,12,Yes,No,Single,1,0
3680,Marketing,Female,29,PhD,Executive,2402.0,17,9,5,2,4,35,6,12,Yes,Yes,Widowed,7,3
3681,IT,Male,53,High School,Executive,4073.0,17,4,3,3,2,85,3,34,No,Yes,Single,4,2
3682,Sales,Prefer not to say,35,High School,Manager,11019.0,1,15,2,4,2,72,6,26,Yes,No,Married,2,2
3683,Sales,Non-binary,48,High School,Executive,4766.0,11,11,4,4,1,18,8,6,No,No,Married,2,1
3684,IT,Female,46,Bachelor's Degree,Manager,9761.0,31,4,4,5,5,6,8,37,No,Yes,Divorced,8,2
3685,Finance,Non-binary,34,High School,Team Lead,8011.0,7,0,3,2,1,14,0,15,No,Yes,Divorced,8,0
3686,Finance,Male,42,High School,Analyst,4988.0,9,1,2,1,5,80,9,42,Yes,Yes,Widowed,1,2
3687,Marketing,Female,52,PhD,Executive,2009.0,10,4,4,2,2,45,12,39,Yes,Yes,Married,1,1
3688,HR,Female,58,Bachelor's Degree,Analyst,3633.0,13,18,3,4,3,77,11,19,Yes,No,Married,4,3
3689,Finance,Prefer not to say,59,Bachelor's Degree,Manager,7605.0,25,14,3,3,3,47,3,40,Yes,Yes,Widowed,1,1
3690,HR,Male,26,High School,Executive,4661.0,29,0,3,5,1,65,6,47,Yes,No,Single,1,1
3691,Sales,Prefer not to say,20,Bachelor's Degree,Intern,1322.0,0,0,4,1,5,0,0,23,Yes,Yes,Single,1,0
3692,HR,Female,49,Associate's Degree,Team Lead,7165.0,38,17,1,1,1,3,5,36,No,Yes,Divorced,1,2
3693,Sales,Male,59,Bachelor's Degree,Team Lead,9705.0,10,2,2,1,4,2,14,13,No,No,Widowed,6,0
3694,IT,Female,46,Bachelor's Degree,Executive,3520.0,23,8,5,3,1,2,8,31,Yes,Yes,Single,4,1
3695,IT,Male,56,Bachelor's Degree,Team Lead,6097.0,21,3,5,4,1,74,12,37,No,No,Widowed,5,1
3696,Marketing,Female,22,Master's Degree,Intern,1442.0,0,0,2,4,1,0,0,26,No,Yes,Single,1,0
3697,Finance,Non-binary,28,Master's Degree,Analyst,4895.0,36,8,1,2,1,92,14,43,No,No,Single,2,1
3698,Marketing,Non-binary,23,Master's Degree,Intern,1001.0,0,0,2,2,5,0,0,48,Yes,No,Single,1,0
3699,Sales,Prefer not to say,53,Bachelor's Degree,Team Lead,9132.0,11,15,3,4,5,22,6,18,No,No,Single,3,2
3700,Marketing,Non-binary,24,Associate's Degree,Analyst,4268.0,20,7,2,1,5,29,9,47,No,Yes,Married,9,3
3701,HR,Female,19,Bachelor's Degree,Intern,1121.0,0,0,2,3,4,0,0,33,No,No,Single,1,0
3702,Sales,Female,58,High School,Manager,8038.0,6,16,4,4,4,86,4,40,Yes,No,Widowed,5,3
3703,IT,Non-binary,43,Associate's Degree,Manager,7406.0,3,15,5,3,1,50,13,32,No,Yes,Single,6,1
3704,Finance,Prefer not to say,29,Master's Degree,Analyst,4591.0,35,17,5,5,5,40,1,4,Yes,No,Married,6,2
3705,Sales,Non-binary,38,PhD,Analyst,2095.0,21,15,3,1,4,85,9,41,Yes,No,Single,6,3
3706,Sales,Male,48,Associate's Degree,Analyst,3531.0,28,14,3,5,3,63,2,19,Yes,Yes,Widowed,1,3
3707,HR,Male,54,Master's Degree,Manager,8071.0,8,1,4,4,1,42,5,7,Yes,Yes,Widowed,6,0
3708,Finance,Male,24,Associate's Degree,Intern,1389.0,0,0,3,2,2,0,0,47,No,Yes,Single,1,0
3709,IT,Non-binary,59,Associate's Degree,Analyst,2779.0,11,3,1,4,5,90,5,35,No,No,Married,6,1
3710,Sales,Non-binary,33,Bachelor's Degree,Manager,11209.0,0,4,4,5,1,57,6,26,No,No,Single,6,3
3711,Sales,Non-binary,48,High School,Analyst,3711.0,7,6,4,3,1,58,5,44,No,No,Married,3,2
3712,HR,Male,29,PhD,Analyst,2614.0,32,14,2,4,2,39,8,23,No,Yes,Divorced,3,2
3713,Marketing,Prefer not to say,44,Master's Degree,Analyst,2841.0,3,16,2,2,3,45,13,34,No,Yes,Single,6,0
3714,IT,Female,59,Associate's Degree,Manager,11621.0,13,9,1,5,4,61,4,7,No,No,Married,2,0
3715,Finance,Non-binary,22,PhD,Intern,1184.0,0,0,4,4,4,0,0,11,No,No,Single,1,0
3716,Sales,Prefer not to say,41,Associate's Degree,Manager,11917.0,13,8,4,5,2,78,4,8,Yes,Yes,Widowed,3,2
3717,Sales,Female,37,High School,Manager,11443.0,8,15,2,5,2,22,7,13,Yes,No,Widowed,5,2
3718,IT,Female,38,PhD,Analyst,3861.0,8,2,5,1,4,43,7,32,No,No,Single,3,2
3719,Marketing,Female,37,Master's Degree,Executive,4927.0,25,8,5,3,3,43,0,41,Yes,Yes,Single,2,1
3720,Sales,Prefer not to say,40,Associate's Degree,Executive,4018.0,16,7,2,1,3,18,2,34,Yes,No,Married,4,3
3721,IT,Prefer not to say,29,High School,Executive,2130.0,3,6,3,5,1,43,12,18,Yes,Yes,Married,5,1
3722,HR,Male,59,PhD,Manager,8452.0,2,16,4,2,2,10,5,15,No,No,Widowed,6,3
3723,Marketing,Prefer not to say,59,Associate's Degree,Analyst,4145.0,28,4,1,2,2,59,5,43,Yes,No,Married,2,3
3724,Finance,Prefer not to say,50,Associate's Degree,Executive,3466.0,24,6,5,1,2,37,0,24,Yes,No,Widowed,3,3
3725,Sales,Prefer not to say,59,Master's Degree,Team Lead,8463.0,20,12,3,2,4,2,1,47,No,No,Divorced,3,0
3726,IT,Female,57,High School,Team Lead,7899.0,11,17,4,5,4,15,9,21,No,Yes,Single,6,3
3727,HR,Non-binary,47,Bachelor's Degree,Team Lead,9503.0,0,13,3,4,4,95,6,18,No,Yes,Married,1,0
3728,Finance,Male,21,Associate's Degree,Intern,1015.0,0,0,4,5,3,0,0,14,Yes,No,Single,1,0
3729,IT,Non-binary,33,PhD,Analyst,3059.0,6,2,4,4,4,40,9,19,Yes,No,Widowed,8,1
3730,IT,Non-binary,38,Master's Degree,Manager,9453.0,9,16,2,2,1,37,4,13,No,No,Single,7,1
3731,Finance,Prefer not to say,36,Master's Degree,Manager,9987.0,14,18,2,3,4,68,0,16,No,Yes,Single,4,3
3732,HR,Male,30,Associate's Degree,Analyst,3772.0,39,6,1,3,3,64,5,2,No,No,Single,7,1
3733,HR,Non-binary,24,Associate's Degree,Intern,1278.0,0,0,1,5,2,0,0,34,No,Yes,Single,1,0
3734,Marketing,Non-binary,59,Associate's Degree,Analyst,3538.0,22,14,3,5,1,34,6,49,No,Yes,Divorced,8,3
3735,Sales,Male,21,Bachelor's Degree,Intern,1350.0,0,0,2,2,3,0,0,26,Yes,No,Single,1,0
3736,Finance,Prefer not to say,53,Associate's Degree,Executive,3994.0,26,15,4,3,5,99,12,22,No,Yes,Divorced,9,0
3737,Finance,Non-binary,46,High School,Executive,3666.0,16,0,2,3,2,84,11,20,Yes,Yes,Divorced,1,1
3738,Finance,Female,23,PhD,Intern,1369.0,0,0,4,5,4,0,0,29,No,Yes,Single,1,0
3739,HR,Non-binary,39,Associate's Degree,Analyst,3243.0,11,1,2,3,3,7,13,18,Yes,Yes,Married,1,3
3740,Sales,Female,36,Bachelor's Degree,Executive,4741.0,28,1,4,5,5,26,13,29,Yes,Yes,Divorced,8,2
3741,Marketing,Prefer not to say,53,PhD,Analyst,2027.0,20,7,3,1,3,8,2,42,No,Yes,Divorced,3,0
3742,IT,Non-binary,27,Master's Degree,Executive,4952.0,19,11,2,3,4,91,10,44,Yes,Yes,Married,4,0
3743,IT,Male,59,Associate's Degree,Analyst,3561.0,19,10,5,4,3,29,0,27,Yes,Yes,Married,6,2
3744,Finance,Male,56,PhD,Analyst,4716.0,30,5,5,2,5,13,11,35,No,Yes,Single,4,0
3745,Sales,Non-binary,55,Master's Degree,Team Lead,6460.0,7,18,4,5,3,22,2,29,Yes,Yes,Single,8,0
3746,HR,Prefer not to say,24,Bachelor's Degree,Intern,1040.0,0,0,3,3,1,0,0,6,Yes,Yes,Single,1,0
3747,Sales,Prefer not to say,26,High School,Manager,9789.0,10,4,4,3,1,25,5,37,Yes,No,Widowed,5,1
3748,Sales,Male,22,Associate's Degree,Intern,1413.0,0,0,3,5,4,0,0,25,No,Yes,Single,1,0
3749,HR,Non-binary,37,High School,Analyst,2521.0,32,7,1,4,5,14,3,21,No,No,Married,8,3
